dateObserved,intensity,laneId,location,id,type,vehicleType,reversedLane,name
2020-08-01,387,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008010000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-02,389,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008020000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-03,700,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008030000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-04,788,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008040000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-05,747,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008050000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-06,736,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008060000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-07,770,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008070000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-08,420,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008080000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-09,391,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008090000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-10,667,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008100000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-11,735,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008110000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-12,700,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008120000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-13,624,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008130000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-14,622,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008140000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-15,466,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008150000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-16,338,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008160000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-17,692,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008170000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-18,728,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008180000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-19,704,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008190000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-20,600,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008200000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-21,556,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008210000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-22,388,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008220000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-23,396,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008230000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-24,682,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008240000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-25,773,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008250000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-26,754,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008260000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-27,808,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008270000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-28,585,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008280000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-29,427,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008290000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-30,449,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008300000,TrafficFlowObserved,bicycle,False,Delmas
2020-08-31,743,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202008310000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-01,979,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009010000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-02,909,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009020000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-03,944,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009030000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-04,952,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009040000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-05,506,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009050000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-06,436,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009060000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-07,971,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009070000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-08,1021,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009080000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-09,721,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009090000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-10,945,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009100000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-11,917,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009110000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-12,535,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009120000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-13,443,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009130000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-14,970,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009140000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-15,1089,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009150000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-16,983,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009160000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-17,1025,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009170000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-18,891,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009180000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-19,322,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009190000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-20,480,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009200000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-21,931,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009210000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-22,770,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009220000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-23,915,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009230000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-24,910,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009240000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-25,824,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009250000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-26,445,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009260000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-27,313,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009270000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-28,610,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009280000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-29,896,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009290000,TrafficFlowObserved,bicycle,False,Delmas
2020-09-30,871,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202009300000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-01,881,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010010000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-02,470,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010020000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-03,465,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010030000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-04,406,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010040000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-05,835,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010050000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-06,763,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010060000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-07,837,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010070000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-08,942,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010080000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-09,872,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010090000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-10,552,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010100000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-11,394,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010110000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-12,806,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010120000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-13,842,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010130000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-14,804,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010140000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-15,864,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010150000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-16,802,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010160000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-17,457,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010170000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-18,458,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010180000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-19,615,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010190000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-20,534,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010200000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-21,483,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010210000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-22,329,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010220000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-23,428,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010230000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-24,458,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010240000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-25,412,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010250000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-26,339,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010260000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-27,647,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010270000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-28,632,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010280000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-29,688,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010290000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-30,467,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010300000,TrafficFlowObserved,bicycle,False,Delmas
2020-10-31,237,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202010310000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-01,237,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011010000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-02,557,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011020000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-03,602,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011030000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-04,541,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011040000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-05,593,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011050000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-06,552,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011060000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-07,256,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011070000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-08,260,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011080000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-09,504,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011090000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-10,640,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011100000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-11,425,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011110000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-12,640,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011120000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-13,590,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011130000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-14,265,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011140000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-15,143,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011150000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-16,606,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011160000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-17,678,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011170000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-18,648,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011180000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-19,612,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011190000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-20,635,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011200000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-21,434,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011210000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-22,346,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011220000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-23,582,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011230000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-24,626,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011240000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-25,436,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011250000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-26,504,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011260000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-27,511,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011270000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-28,397,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011280000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-29,436,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011290000,TrafficFlowObserved,bicycle,False,Delmas
2020-11-30,576,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202011300000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-01,486,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012010000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-02,575,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012020000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-03,617,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012030000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-04,475,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012040000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-05,470,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012050000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-06,333,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012060000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-07,463,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012070000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-08,477,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012080000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-09,542,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012090000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-10,319,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012100000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-11,283,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012110000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-12,372,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012120000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-13,392,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012130000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-14,430,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012140000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-15,336,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012150000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-16,439,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012160000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-17,355,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012170000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-18,0,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012180000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-19,317,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012190000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-20,207,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012200000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-21,418,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012210000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-22,436,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012220000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-23,310,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012230000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-24,279,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012240000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-25,93,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012250000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-26,244,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012260000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-27,194,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012270000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-28,275,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012280000,TrafficFlowObserved,bicycle,False,Delmas
2020-12-29,324,105575465,"{'coordinates': [3.8956288, 43.6266977], 'type': 'Point'}",MMM_EcoCompt_X2H20063163_202012290000,TrafficFlowObserved,bicycle,False,Delmas
